GLOBALEVENTID,SQLDATE,MonthYear,Year,FractionDate,Actor1Code,Actor1Name,Actor1CountryCode,Actor1KnownGroupCode,Actor1EthnicCode,Actor1Religion1Code,Actor1Religion2Code,Actor1Type1Code,Actor1Type2Code,Actor1Type3Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2KnownGroupCode,Actor2EthnicCode,Actor2Religion1Code,Actor2Religion2Code,Actor2Type1Code,Actor2Type2Code,Actor2Type3Code,IsRootEvent,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Type,Actor1Geo_FullName,Actor1Geo_CountryCode,Actor1Geo_ADM1Code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor2Geo_Type,Actor2Geo_FullName,Actor2Geo_CountryCode,Actor2Geo_ADM1Code,Actor2Geo_Lat,Actor2Geo_Long,Actor2Geo_FeatureID,ActionGeo_Type,ActionGeo_FullName,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FeatureID,DATEADDED,SOURCEURL
613257215,20170101,201701,2017,2017.0027,LABLAB,EMPLOYEE,,,,,,LAB,LAB,,GOV,GOVERNMENT,,,,,,GOV,,,0,140,140,14,3,-6.5,16,1,16,-2.6567481402763,2,"Maryland, United States",US,USMD,39.0724,-76.7902,MD,2,"Maryland, United States",US,USMD,39.0724,-76.7902,MD,2,"Maryland, United States",US,USMD,39.0724,-76.7902,MD,20170101,http://wypr.org/?page=1901
613320430,20170101,201701,2017,2017.0027,USA,UNITED STATES,USA,,,,,,,,GOV,GOVERNOR,,,,,,GOV,,,1,140,140,14,3,-6.5,2,1,2,-3.51437699680511,3,"Lyndora, Pennsylvania, United States",US,USPA,40.8523,-79.927,1180121,2,"Pennsylvania, United States",US,USPA,40.5773,-77.264,PA,3,"Lyndora, Pennsylvania, United States",US,USPA,40.8523,-79.927,1180121,20170101,http://www.dailyitem.com/news/local_news/pension-reform-on-tap-for/article_ab48954c-28b2-50ef-a928-7ed37bdf3cbb.html
613327918,20170101,201701,2017,2017.0027,USA,CALIF,USA,,,,,,,,USAGOV,JANET NAPOLITANO,USA,,,,,GOV,,,1,140,140,14,3,-6.5,9,1,9,-6.25,3,"Oakland, California, United States",US,USCA,37.8044,-122.271,277566,3,"Oakland, California, United States",US,USCA,37.8044,-122.271,277566,3,"Oakland, California, United States",US,USCA,37.8044,-122.271,277566,20170101,http://www.foxnews.com/politics/2015/05/08/uc-president-janet-napolitano-heckled-by-undocumented-students-during-speech.html
613327926,20170101,201701,2017,2017.0027,USAEDU,CALIFORNIA,USA,,,,,EDU,,,USAGOV,JANET NAPOLITANO,USA,,,,,GOV,,,1,140,140,14,3,-6.5,1,1,1,-6.25,3,"Oakland, California, United States",US,USCA,37.8044,-122.271,277566,3,"Oakland, California, United States",US,USCA,37.8044,-122.271,277566,3,"Oakland, California, United States",US,USCA,37.8044,-122.271,277566,20170101,http://www.foxnews.com/politics/2015/05/08/uc-president-janet-napolitano-heckled-by-undocumented-students-during-speech.html
613382062,20170101,201701,2017,2017.0027,OPP,ACTIVIST,,,,,,OPP,,,USA,CLEVELAND,USA,,,,,,,,0,140,140,14,3,-6.5,2,1,2,-1.16678105696637,3,"Cleveland, Ohio, United States",US,USOH,41.4995,-81.6954,1066654,3,"Cleveland, Ohio, United States",US,USOH,41.4995,-81.6954,1066654,3,"Cleveland, Ohio, United States",US,USOH,41.4995,-81.6954,1066654,20170101,http://www.azcentral.com/picture-gallery/news/politics/nation/2016/12/23/one-nation-immigration-and-politics/95805276/
613382063,20170101,201701,2017,2017.0027,OPP,ACTIVIST,,,,,,OPP,,,USA,CLEVELAND,USA,,,,,,,,0,140,140,14,3,-6.5,2,1,2,-1.16678105696637,3,"Cleveland, Ohio, United States",US,USOH,41.4995,-81.6954,1066654,3,"Phoenix, Arizona, United States",US,USAZ,33.4484,-112.074,44784,3,"Phoenix, Arizona, United States",US,USAZ,33.4484,-112.074,44784,20170101,http://www.azcentral.com/picture-gallery/news/politics/nation/2016/12/23/one-nation-immigration-and-politics/95805276/
613382064,20170101,201701,2017,2017.0027,OPP,ACTIVIST,,,,,,OPP,,,USA,CLEVELAND,USA,,,,,,,,0,140,140,14,3,-6.5,6,1,6,-1.16678105696637,2,"Ohio, United States",US,USOH,40.3736,-82.7755,OH,3,"Cleveland, Ohio, United States",US,USOH,41.4995,-81.6954,1066654,3,"Cleveland, Ohio, United States",US,USOH,41.4995,-81.6954,1066654,20170101,http://www.azcentral.com/picture-gallery/news/politics/nation/2016/12/23/one-nation-immigration-and-politics/95805276/
613406698,20170101,201701,2017,2017.0027,OPP,PROTESTER,,,,,,OPP,,,USA,MINNEAPOLIS,USA,,,,,,,,1,140,140,14,3,-6.5,168,17,164,-5.40099807142653,3,"Minneapolis, Minnesota, United States",US,USMN,44.98,-93.2638,655030,3,"Minneapolis, Minnesota, United States",US,USMN,44.98,-93.2638,655030,3,"Minneapolis, Minnesota, United States",US,USMN,44.98,-93.2638,655030,20170101,https://www.yahoo.com/news/latest-pipeline-protesters-arrested-vikings-221150017.html
613407945,20170101,201701,2017,2017.0027,OPP,PROTESTER,,,,,,OPP,,,USA,UNITED STATES,USA,,,,,,,,1,140,140,14,3,-6.5,2,1,2,-5.44871794871795,3,"Minneapolis, Minnesota, United States",US,USMN,44.98,-93.2638,655030,2,"South Dakota, United States",US,USSD,44.2853,-99.4632,SD,3,"Minneapolis, Minnesota, United States",US,USMN,44.98,-93.2638,655030,20170101,http://siouxcityjournal.com/news/state-and-regional/south-dakota/the-latest-pipeline-protesters-arrested-at-vikings-stadium/article_85c9d466-586e-547b-8ae0-40a944495328.html
613407946,20170101,201701,2017,2017.0027,OPP,PROTESTER,,,,,,OPP,,,USA,MINNEAPOLIS,USA,,,,,,,,1,140,140,14,3,-6.5,20,2,20,-5.75805162961126,2,"Minnesota, United States",US,USMN,45.7326,-93.9196,MN,2,"Minnesota, United States",US,USMN,45.7326,-93.9196,MN,2,"Minnesota, United States",US,USMN,45.7326,-93.9196,MN,20170101,https://www.washingtonpost.com/national/the-latest-pipeline-protesters-arrested-at-vikings-stadium/2017/01/01/e69e6fb0-d06f-11e6-9651-54a0154cf5b3_story.html
613407948,20170101,201701,2017,2017.0027,OPP,PROTESTER,,,,,,OPP,,,USACOP,MINNEAPOLIS,USA,,,,,COP,,,1,140,140,14,3,-6.5,6,1,6,-6.59090909090909,3,"Minneapolis, Minnesota, United States",US,USMN,44.98,-93.2638,655030,3,"Minneapolis, Minnesota, United States",US,USMN,44.98,-93.2638,655030,3,"Minneapolis, Minnesota, United States",US,USMN,44.98,-93.2638,655030,20170101,http://powersource.post-gazette.com/powersource/latest-oil-and-gas/2017/01/01/BC-US-Oil-Pipeline-Protest-Vikings-Stadium-The-Latest-US/stories/201701010206
613408139,20170101,201701,2017,2017.0027,USA,DAKOTA,USA,,,,,,,,OPP,PROTESTER,,,,,,OPP,,,1,140,140,14,3,-6.5,10,2,10,-6.08583055863854,3,"Minneapolis, Minnesota, United States",US,USMN,44.98,-93.2638,655030,3,"Minneapolis, Minnesota, United States",US,USMN,44.98,-93.2638,655030,3,"Minneapolis, Minnesota, United States",US,USMN,44.98,-93.2638,655030,20170101,https://www.yahoo.com/news/latest-pipeline-protesters-arrested-vikings-stadium-221355419--nfl.html
613408191,20170101,201701,2017,2017.0027,USAMED,THE ASSOCIATED PRESS,USA,,,,,MED,,,OPP,PROTESTER,,,,,,OPP,,,1,140,140,14,3,-6.5,10,2,10,-6.08583055863854,3,"Minneapolis, Minnesota, United States",US,USMN,44.98,-93.2638,655030,3,"Minneapolis, Minnesota, United States",US,USMN,44.98,-93.2638,655030,3,"Minneapolis, Minnesota, United States",US,USMN,44.98,-93.2638,655030,20170101,https://www.yahoo.com/news/latest-pipeline-protesters-arrested-vikings-stadium-221355419--nfl.html
613409250,20170101,201701,2017,2017.0027,OPP,PROTESTER,,,,,,OPP,,,USA,UNITED STATES,USA,,,,,,,,1,140,140,14,3,-6.5,2,1,2,-5.46623794212219,3,"Minneapolis, Minnesota, United States",US,USMN,44.98,-93.2638,655030,2,"Illinois, United States",US,USIL,40.3363,-89.0022,IL,3,"Minneapolis, Minnesota, United States",US,USMN,44.98,-93.2638,655030,20170101,http://qctimes.com/news/state-and-regional/illinois/the-latest-pipeline-protesters-arrested-at-vikings-stadium/article_cce7bb17-0d8f-567b-ae2d-3ad63f6524a9.html
613410440,20170101,201701,2017,2017.0027,OPP,PROTESTER,,,,,,OPP,,,USA,UNITED STATES,USA,,,,,,,,1,140,140,14,3,-6.5,2,1,2,-5.44871794871795,3,"Minneapolis, Minnesota, United States",US,USMN,44.98,-93.2638,655030,2,"North Dakota, United States",US,USND,47.5362,-99.793,ND,3,"Minneapolis, Minnesota, United States",US,USMN,44.98,-93.2638,655030,20170101,http://bismarcktribune.com/news/state-and-regional/the-latest-pipeline-protesters-arrested-at-vikings-stadium/article_13e943af-fd10-502e-9527-0d47b6849b7b.html
613412130,20170101,201701,2017,2017.0027,USA,DAKOTA,USA,,,,,,,,OPP,PROTESTER,,,,,,OPP,,,1,140,140,14,3,-6.5,10,1,10,-12.2448979591837,2,"Minnesota, United States",US,USMN,45.7326,-93.9196,MN,2,"Minnesota, United States",US,USMN,45.7326,-93.9196,MN,2,"Minnesota, United States",US,USMN,45.7326,-93.9196,MN,20170101,https://www.direktbroker.de/news/international-pipeline-protesters-arrested-at-vikings-stadium-52652446
613412145,20170101,201701,2017,2017.0027,USACOP,MINNEAPOLIS,USA,,,,,COP,,,OPP,PROTESTER,,,,,,OPP,,,1,140,140,14,3,-6.5,10,1,10,-12.2448979591837,2,"Minnesota, United States",US,USMN,45.7326,-93.9196,MN,2,"Minnesota, United States",US,USMN,45.7326,-93.9196,MN,2,"Minnesota, United States",US,USMN,45.7326,-93.9196,MN,20170101,https://www.direktbroker.de/news/international-pipeline-protesters-arrested-at-vikings-stadium-52652446
613415134,20170102,201701,2017,2017.0055,OPP,PROTESTER,,,,,,OPP,,,USA,MINNEAPOLIS,USA,,,,,,,,1,140,140,14,3,-6.5,275,28,275,-6.94995009801849,3,"Minneapolis, Minnesota, United States",US,USMN,44.98,-93.2638,655030,3,"Minneapolis, Minnesota, United States",US,USMN,44.98,-93.2638,655030,3,"Minneapolis, Minnesota, United States",US,USMN,44.98,-93.2638,655030,20170102,http://www.wndu.com/content/news/Pipeline-protesters-arrested-at-Vikings-stadium-409207385.html
613415135,20170102,201701,2017,2017.0055,OPP,PROTESTER,,,,,,OPP,,,USA,MINNEAPOLIS,USA,,,,,,,,1,140,140,14,3,-6.5,90,9,90,-5.70188905936679,2,"Minnesota, United States",US,USMN,45.7326,-93.9196,MN,2,"Minnesota, United States",US,USMN,45.7326,-93.9196,MN,2,"Minnesota, United States",US,USMN,45.7326,-93.9196,MN,20170102,http://www.wgmd.com/the-latest-pipeline-protesters-arrested-at-vikings-stadium/
613415528,20170102,201701,2017,2017.0055,USA,MINNEAPOLIS,USA,,,,,,,,BUS,BUSINESS,,,,,,BUS,,,1,140,140,14,3,-6.5,10,1,10,-5.82822085889571,3,"Minneapolis, Minnesota, United States",US,USMN,44.98,-93.2638,655030,3,"Minneapolis, Minnesota, United States",US,USMN,44.98,-93.2638,655030,3,"Minneapolis, Minnesota, United States",US,USMN,44.98,-93.2638,655030,20170102,http://www.whig.com/article/20170101/AP/301019861
